text,sentiment
RT @TheHirstComment: So says Merkel.......     ,negative
RT @DoraBromberger: Nach den Protesten beim #TagderDeutschenEinheit in #Dresden darf heute ein handverlesenes Publikum #Merkel in… ,neutral
"#TagderDeutschenEinheit #Steinmeier schwafelt am Nationalfeiertag daher, als hätte es keine politischen Entscheidun… https://t.co/gWSf2WzH6N",negative
"RT @Sushischnitzel: Ich könnte wieder ne Abstimmung über mein Abendessen starten. Nur ist Demokratie gerade out, also OFENKÄSE!!!",negative
"RT @DieterBrehms: #Ost_und_West Viele ""Wessis"" wählen #AfD, viele ""Ossis"" wählen AfD - also wo ist das Problem? Hört auf zu spalten,… ",negative
"RT @antiprop: .@Zdf:""@Spdbt @Die_Gruenen+@DieLinke wollen #Glaser #Afd im #Bundestag verhindern,weil er gegen""#Religionsfreiheit""… ",negative
"RT @IBDeutschland: Zum #TagderDeutschenEinheit: Lasst uns die Spaltung, die #Merkel in unser Land gebracht hat, gemeinsam überwinden! https…",positive
RT @DoraBromberger: Der zur Überparteilichkeit verpflichtete Bundespräsident #Steinmeier nimmt am #TagderDeutschenEinheit alle Deutsche… ,neutral
RT @WMuhsal: #r2g ist rückwärtsgewandt. Kinder sind die Zukunft unseres Landes! Endlich wieder echte Familienpolitik mit der… ,positive
"@Junge_Freiheit Merkel hat sich gut entwickelt,Sie lebt seit langem in Virtual Reality",positive
"Polizei rechnet damit, dass Bürger nicht den Rechtsweg einschlagen werden und sich einschüchtern lassen! https://t.co/JlWRodCNSH",neutral
"RT @punch_drunk_dan: Deutschpop: Zombie, Zombie, yeah | ZEIT ONLINE",positive
RT @glorytomorrow: #AfD löscht gerade fleißig Tweets. War doch kein Islamist in Las Vegas. Verdammt noch mal. Nicht mehr so leicht als rech…,neutral
RT @ViccoVonBuelow: Politiker. #BTW #BTW17 #BTW2017 https://t.co/SZOrJZFn1M,neutral
"@welt Das alles beherschende Thema in diesem Land ist seit Merkel regiert der Islam. Kein Wunder, dass die Menschen… https://t.co/M9PTt6ycwT",positive
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
"Fokus: So kurz vor der Niedersachsen Wahl, schnell Falschmeldungen verbreiten.",negative
Wer mitdenkt hat das längst durchsch… https://t.co/Toyf8pf0OY,neutral
RT @Blazer_MUC: Munich München ,neutral
may I suck you? ,negative
darf ich dir einen blasen?,negative
#refugeeswelcome,neutral
#afd,negative
#oktoberfest… ,neutral
"RT @justthore: Liebe #AfD Wähler. Nach #LasVegas solltet ihr wissen, dass eure Lieblingspartei mehr Waffen in die Hände von Privat… ",negative
Peinliche Überheblichkeit.,negative
Ehem.DDR-Bürger haben Gespür für die Gefährdung der Demokratie durch die Bundesregierung https://t.co/ccMnsohhQs,negative
RT @ShakRiet: @ProDE2017 Vor einigen Wochen hat die Mainzer Polizei bei einer #Merkel-Kundgebung ohne Rechtsgrundlage Protestrufer vom Domp…,negative
RT @TheHirstComment: The cheek of Merkel .  https://t.co/BTUID34lSD,neutral
"RT @lawyerberlin: Ich bin Westdeutscher, habe einen tollen Beruf und es geht mir persönlich sehr gut. Depressionen habe ich auch nich… ",positive
@HAMBURGonline Das war der Plan. Plan B war/ist die erneute Groko falls Grütze nicht rein gekommen wäre ect. Deshal… https://t.co/KytXkeelKo,neutral
"RT @dushanwegner: Man kann nur träumen, was aus Deutschland hätte werden können, wäre nach Kohl und Schröder nicht Merkel gekommen. S… ",negative
"RT @AfD_Bayern: Finger weg von unseren Senioren. Finger weg von unseren Kindern.  usw. usw, https://t.co/l9JsVJNwlp",negative
"RT @MalteKaufmann: #Demokratie aber bitte nur so lange, wie es die Mehrheit der etablierten Kartell-Parteien zulässt. Das ist Tyrannei.",negative
RT @InesWagenknecht: #Katalonien  kämpft einsam um demokratie mitten in EU https://t.co/ydHfuCg2FI,neutral
RT @JoanaCotar: Sollte ein #Bundespräsident nicht für alle Deutschen da sein? Erst recht am Tag der Deutschen Einheit? Beschämend! ,negative
RT @SteinbachErika: Peinliche Überheblichkeit.,negative
Ehem.DDR-Bürger haben Gespür für die Gefährdung der Demokratie durch die Bundesregierung htt…,negative
"RT @ndaktuell: »Die #AfD wird begeistert sein«, wenn die #CDU in #Sachsen weiter nach rechts rückt, warnt @ricogebhardt https://t.co/f7zu5x…",neutral
@ferbelaunzaran Inspirados en la derecha de Merkel y Macron. Así diputados frentistas.,positive
RT @_Demokratie: @welt Bin ostdeutsch. Top3%-Verdiener. Promoviert. Führungsposition.  Wissenschaftlich in meinem Gebiet führend. In… ,neutral
RT @AnjaHirschel: @H3rmi schimpft und ich könnte sie dafür küssen.,negative
#piraten #btw17,negative
https://t.co/RYFv26jL0q,negative
"RT @Der_Aufbruch: In der #DDR waren es ausgesuchte Mitarbeiter des #MfS, die ""das Volk"" spielten. Da hat Merkel nichts verlernt.… ",neutral
@seidel_wolfgang DEMOKRATIE UND RECHTSSTAATLICHKEIT IST DAS HÖCHSTE GUT UNSERER GESELLSCHAFT UND MUSS MIT ALLEN MIT… https://t.co/XEyH7yCMgu,positive
"RT @DoraBromberger: Laut #Steinmeier sind ""andere Mauern entstanden"". Zum Beispiel diese in #Mainz, die ihn und #Merkel bei der… ",negative
"@GFornothing #Kalbitz, Kalbitz? Das ist doch der, der mal an einer Uni vorbeigelaufen ist - oder?",negative
@sergeyrag @EnricVilanova3 @Joanlluislluis @InformacioCat @ramontremosa @jordisolef @ernestmaragall @jmterricabras… https://t.co/ep37q8NgAe,negative
"RT @AfD_OF_Land: Hat @ZDFheute uns damals auch mit erhobenem Zeigefinger gewarnt, als Claudia Roth (""Deutschland du mieses Stück Sch… ",negative
"Angela Merkel „begünstigt Terrorismus"" https://t.co/6fWJcNWDqc",negative
Herr Gauland ist ein anständiger Patriot kein Verräter wie Merkel. https://t.co/z6kJCJt5hB,negative
"RT @lawyerberlin: Ich bin Westdeutscher, habe einen tollen Beruf und es geht mir persönlich sehr gut. Depressionen habe ich auch nich… ",positive
RT @SteinbachErika: Peinliche Überheblichkeit.,negative
Ehem.DDR-Bürger haben Gespür für die Gefährdung der Demokratie durch die Bundesregierung htt…,negative
Sekutu Merkel kepada May: Pecat Boris https://t.co/B2GmtgVUL5,negative
"@lawyerberlin Israeli mit dt. verheiratet(konvertiert)beide promoviert, gesunde, wundervolle Kinder, Topverdiener u… https://t.co/oY77D7pgdR",positive
"RT @Nonzi83: #blob poi però la Merkel e tutti gli altri vogliono da noi austerity, e loro chiudono i confini  INFAMI",negative
"@RvrsApacheMastr Merkel hat sich gut entwickelt,Sie lebt seit langem in Virtual Reality",positive
"RT @KrahMax: #Jamaica bringt die #AfD über 20%, denn dann wird die völlige Profillosigkeit der #CDU offenbar. https://t.co/HoquVjI86U",neutral
@BR24 Mal wieder #fakenews vom @BR24.,negative
Die haben wohl auch das Wahlprogramm nicht gelesen.,negative
Oder wird auch dort absic… https://t.co/0zg8yOBkWX,neutral
"RT @MalteKaufmann: Spalterischer Bundespräsident spricht von ""neuen Mauern"", die er durch verantwortungslose Politik mit aufgebaut hat.",negative
https://t.co/l9JsVJNwlp … https://t.co/l9JsVJNwlp,negative
"RT @LangeNase: @welt Macht endlich Eiern Laden dicht! Eure Schmierereien sind nahe an der Kotzgrenze. Ihr lügt, obwohl nachweislic… ",negative
RT @elysagab: https://t.co/C7NiJmkfMB,negative
verfluchtes Misstück Merkel und ihre Illegalen  sogenannten Mistkerle!,negative
"@SvenIsHell @Tigerelch Hallo #AfD,",neutral
wickelt euch die Gebote um den Finger und steckt sie ganz ganz ganz tief in eure… https://t.co/2T2dMz9nAX,negative
Da hatte sogar Erich #Honnecker mehr Popularität #TagderDeutschenEinheit https://t.co/kbbAS0MBRf,positive
RT @ClaudiHammer: Die Steigbügelhalterin hat ihren Job getan und muss sich unten einreihen. #BTW17. Unternehmenskultur und Politiksti… ,positive
RT @DrDavidBerger: Warum ist Westdeutschland so träge? https://t.co/qVygfEoGay #AfD #Sachsen #Einheit #Nationalfeiertag #Islamisierung #Fre…,positive
"Am #TagderDeutschenEinheit ,stehen wir Patrioten auf,für Einigkeit und Recht und Freiheit.#AfD #Mutbürger… https://t.co/2fVnSpZDEX",negative
RT @CountryTec: Seit über vierzig Jahren ist #Franco tot,negative
#Demokratie verstehen die Spanier offensichtlich immer noch nicht,negative
RT @DoraBromberger: Nach den Protesten beim #TagderDeutschenEinheit in #Dresden darf heute ein handverlesenes Publikum #Merkel in… ,neutral
RT @OssiMarzahn76: #TagderDeutschenEinheit 2017 in #Mainz ist eine einzige Fake-Veranstaltung. Alles handverlesene Merkel Jubler dort.… ,negative
@RegSprecher #Merkel liest wieder mal ab.,negative
RT @MalteKaufmann: What goes up - must come down.  ,neutral
Inzw. sind alle #AfD-Plakate wieder unten. Einen Teil haben wie erst einmal eingel… ,negative
"RT @lawyerberlin: Ich bin Westdeutscher, habe einen tollen Beruf und es geht mir persönlich sehr gut. Depressionen habe ich auch nich… ",positive
RT @DoraBromberger: Der zur Überparteilichkeit verpflichtete Bundespräsident #Steinmeier nimmt am #TagderDeutschenEinheit alle Deutsche… ,neutral
Retweeted David Berger (@DrDavidBerger):,negative
Warum ist Westdeutschland so träge? https://t.co/D3PZbECsSc #AfD... https://t.co/oFjGSx1jlo,positive
RT @MalteKaufmann: What goes up - must come down.  ,neutral
Inzw. sind alle #AfD-Plakate wieder unten. Einen Teil haben wie erst einmal eingel… ,negative
RT @focusonline: CSU nur in Bayern wählbar - Anwaltspaar ficht Bundestagswahl an https://t.co/0BDMeKn9SN,negative
RT @SteinbachErika: Peinliche Überheblichkeit.,negative
Ehem.DDR-Bürger haben Gespür für die Gefährdung der Demokratie durch die Bundesregierung htt…,negative
Sack Boris says Merkel's sidekick! Who do they think they are? Boris is after a tough talking deal he cannot go! #Brexit #Toryconference,neutral
#Sekutu #Merkel #kepada May: #Pecat #Boris https://t.co/0fWUMLSPBA #jakarta,negative
@FatimaPasc @OAB_df @BILD @heraldscotland @theage @nytimes @GovNetherlands @France @japan @PutinRF_Eng @BBC Passt d… https://t.co/ZtyNXqIb4B,negative
"RT @LibertinKeule: Ein Bundespräsident, der im Hinterzimmer von Funktionären ausgeklüngelt und von einer zur Farce degenerierten Abnic… ",negative
"@Identitaere_B Daher, wir MÜSSEN aufstehen gegen Moslems, Islam, Gutmenschen und Merkel; wer sonst, wenn nicht wir?… https://t.co/550jBvBQhh",positive
Mehr Demokratie wagen https://t.co/OckvK6Tykt via @bazonline,negative
RT @aleixsarri: 50% of German companies in Spain are based in Catalonia. Merkel should call Rajoy to negotiate peaceful separation.… ,positive
RT @KevciosPolitics: #AFD kann sich #Höcke als Vorstand vorstellen.,negative
"In welchem Jahr leben wir, dass sowas überhaupt vorstellbar ist?",negative
RT @Frank_Pasemann: Unfassbar! Solche Menschen lässt die #Merkelregierung zu tausenden  nach Deutschland. Sie sind Gäste und bedrohen D… ,negative
"RT @DoraBromberger: Hülya Iri, Integrationsmanagerin von #Hannover und #SPD Ratsfrau droht: ",neutral
„Wenn Sie weiterhin mit der #AfD zusammena… ,neutral
German MEP tells May to 'sack Boris' to get breakthrough in Brexit talks https://t.co/XBBoBNu6ha via @HuffPostUKPol,neutral
RT @eysvog3l: Sie hat sich im Ausland wg. der Unterstützung einer terror. Vereinigung schuldig gemacht und sollte dort auch abgeu… ,negative
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
Düsseldorf: Südländer feiern Merkel-Land in dem sie gut und gerne leben https://t.co/2sZpfYpZ2W,positive
RT @ardeche05: @Grantscheam @TotteSchultz 2017...ein Jahr für die Tonne. Liegt aber nur an den Hauptdarstellern #trump #KimJongUn… ,negative
Merkel Root:,negative
RT @NetMane: Passos não vai estar muito tempo sem emprego. A Merkel sempre gostou do café q ele lhe tirava.,negative
@AlternativeNRW @PilgramsWords @AfD @AfDimBundestag @NRW_JA @uwe_kamann @UdoHemmelgarn @Schneider_AfD @Jochen_Haug… https://t.co/6Zz7Y1YAY0,negative
"RT @UbbelohdeBerlin: Grüne wollen #Heimat abschaffen, #AfD will Heimat schützen. ",negative
Deshalb sind wir drittstärkste Partei geworden. https://…,negative
Entenda melhor o sistema eleitoral que reelegeu Angela Merkel: https://t.co/aCGaeLIhJX https://t.co/G8nZ8yfjCS,negative
"RT @O_Taittinger_O: Deutschland nicht Ost, nicht West, sondern Deutschland hat endlich wieder eine Partei für das deutsche Volk. #AfD 2021…",negative
"RT @hashcrap: Stell mir vor wie Gauland, der Merkel ""jagen"" will 10 Min in der Bundestagsmensa hinter Merkel in der Schlange steht u auf Of…",negative
RT @PilgramsWords: Da hatte sogar Erich #Honnecker mehr Popularität #TagderDeutschenEinheit https://t.co/kbbAS0MBRf,positive
#NSU Sachsen: Der „zu 90% sichere Uwe Böhnhardt“ heisst Daniel H.,negative
#Merkel #AfD #SPD #CDU https://t.co/dPPbCXNgDg,negative
"Ich hab unterschrieben, weil Völkerrecht und Demokratie nie mehr ausser Kraft gesetzt werden dürfen!!!",negative
MACH MIT -… https://t.co/nH6bDkmloN,negative
RT @KreuzAcht: Niedersächische Spitzenkandidatin zur Landtagswahl ist aus der #AfD-Fraktion Göttingen ausgeschlossen worden!,negative
#NoAfD,negative
@RT_Deutsch EU mit den korrupten Oligarchen #Juncker #Tusk #Mogherini #Merkel als eigentliche Führerin (Geschichte… https://t.co/z71opEWdO9,positive
RT @KeineAFD2017: Ich fordere eine Obergrenze damit wir nicht soviel Nazis der #AFD im Bundestag haben #csu https://t.co/kCADUJAE4H,negative
RT @Kittypunk7: Abgeschirmt von 7.400 Polizisten .. Dann klappt das auch ohne Volk. Mit auserlesenen Klatschstatisten. https://t.co/HwAjkEt…,negative
"@TichysEinblick Wenn #spd #gruene #cdu  #linke weiter missverstehen, dann ist die #AFD #btw21 bei 25× Lernen durch… https://t.co/pIeJcQzWWE",positive
Sekutu Merkel kepada May: Pecat Boris https://t.co/kdN9RRthw6,negative
RT @witte1905: Meine Kolumne aus der Basler Zeitung von heute. Wen es interessiert ....,neutral
"33 Mitmenschen.  Merkel,Gaukler und Steinzeit.  Alles verzichtbar. https://t.co/4sbWqcIW1P",negative
RT @JoanaCotar: Sollte ein #Bundespräsident nicht für alle Deutschen da sein? Erst recht am Tag der Deutschen Einheit? Beschämend! ,negative
RT @fdpbt: FDP-Fraktion im Deutschen Bundestag. #BTW17 #denkenWirNeu https://t.co/dkE11hA3Pi,negative
"RT @DoraBromberger: Hülya Iri, Integrationsmanagerin von #Hannover und #SPD Ratsfrau droht: ",neutral
„Wenn Sie weiterhin mit der #AfD zusammena… ,neutral
"RT @lawyerberlin: Ich bin Westdeutscher, habe einen tollen Beruf und es geht mir persönlich sehr gut. Depressionen habe ich auch nich… ",positive
RT @AnjaHirschel: @H3rmi schimpft und ich könnte sie dafür küssen.,negative
#piraten #btw17,negative
https://t.co/RYFv26jL0q,negative
"#AfD #Kellernazis hetzen neuerdings mit ""5 Geboten"", die rassistischer und diskriminierender kaum sein können. Kein… https://t.co/mcsLwUh8lu",negative
RT @MalteKaufmann: What goes up - must come down.  ,neutral
Inzw. sind alle #AfD-Plakate wieder unten. Einen Teil haben wie erst einmal eingel… ,negative
"RT @claude_vk: @welt Habt wohl hauptsächlich Praktikanten, die online schreiben dürfen. Recherchieren angesagt. 2/3 der #AfD Wähler kommen…",negative
"RT @PauleHasi13: @faz_donalphonso Andrew Torba, der CEO von Gab, hat vor 21 h geschrieben:",negative
Merkel can kiss my ass.,negative
https://t.co/3rQFi1V…,negative
RT @KevciosPolitics: #AFD kann sich #Höcke als Vorstand vorstellen.,negative
"In welchem Jahr leben wir, dass sowas überhaupt vorstellbar ist?",negative
"@lawyerberlin Bin Westdeutsche,, lebe in Berlin ( noch ), bin wohlhabend und wähle #AfD. Mein Mann auch.",positive
RT @stasikasper: die Probleme haben einige von uns kritischen Demokraten - Horch und Guck arbeiten auf höchsten Niveau https://t.co/rVJH2Yr…,negative
RT @66Freedom66: Die braucht sowieso keiner ( Özoguz )!,neutral
#Gauland will Amt der Integrationsbeauftragten abschaffen!,negative
#Europa… ,negative
RT @DoraBromberger: Nach den Protesten beim #TagderDeutschenEinheit in #Dresden darf heute ein handverlesenes Publikum #Merkel in… ,neutral
German MEP tells May to 'sack Boris' to get breakthrough in Brexit talks GET STUFFED MERKEL https://t.co/5iF3aCMrLl via @HuffPostUKPol,negative
RT @MatthiasMeisner: Wie sich die #AfD im Wahlkampf von Rechtsextremisten helfen ließ. Recherche von @zeitonline https://t.co/lpW6vyO8HT #b…,neutral
"RT @sonneundmond1: @SvenIsHell @Tigerelch Hallo #AfD,",neutral
wickelt euch die Gebote um den Finger und steckt sie ganz ganz ganz tief in eure… ,negative
RT @InesWagenknecht: #Katalonien  kämpft einsam um demokratie mitten in EU https://t.co/ydHfuCg2FI,neutral
RT @udolindenberg: #BTW17 #BTWahl2017 https://t.co/LDQQIe5KNC,negative
RT @AfD: #TrauDichDeutschland: ,negative
"RETWEETE, wenn Du bei der #Btw17 die #AfD gewählt hast! https://t.co/pLKq6JTjOy",negative
RT @SteinbachErika: Peinliche Überheblichkeit.,negative
Ehem.DDR-Bürger haben Gespür für die Gefährdung der Demokratie durch die Bundesregierung htt…,negative
RT @DoraBromberger: Nach den Protesten beim #TagderDeutschenEinheit in #Dresden darf heute ein handverlesenes Publikum #Merkel in… ,neutral
"RT @DoraBromberger: Hülya Iri, Integrationsmanagerin von #Hannover und #SPD Ratsfrau droht: ",neutral
„Wenn Sie weiterhin mit der #AfD zusammena… ,neutral
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
Neuer Tweet/Retweet des #AfD-Landesverbandes #Berlin: https://t.co/QeuTjuU4at,negative
RT @krippmarie: Verbreitet der #Focus „bewusste und gezielte Falschmeldung“ um die #AfD zu spalten? https://t.co/nz4tL9RuTM via… ,negative
"@AngelaMerkel_PL Frau Merkel,nein,danke.",negative
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
@JohnHammontree were lines long at New Merkel today?,negative
"Wer aufsteht, muss sich auch wieder hinsetzen ...",neutral
#AfD https://t.co/xhUPx8atQ8,negative
RT @UbbelohdeBerlin: Rot-Rot-Grün verspricht Rente mit 37!,negative
"Oh, warten Sie... Gilt nur für ihre eigenen Mitarbeiter.",positive
#r2g #AfD,negative
"RT @BlondJedi: Merkel+etc wollen 'offenes Deutschland, grenzenlos' für uns, aber sind durch Betonblöcke ,kilometerlange Zäune, 100… ",negative
Wen interessiert schon das #Grundgesetz im #Merkel Staat https://t.co/rsywZw3f9e,positive
"CLUB DE BILDELBERG Y FACHISMO MONARQUICO Y ""DEMÓCRATA"" DEL PP. ANGELA MERKEL O EL NAZISMO ECONÓMICO NEOLIBERAL NO PUENDEN OIR LA LIBRERTAD",negative
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
"RT @sonneundmond1: @SvenIsHell @Tigerelch Hallo #AfD,",neutral
wickelt euch die Gebote um den Finger und steckt sie ganz ganz ganz tief in eure… ,negative
RT @krk979: Wie war 1989/90 nochmals die Position Ihrer Partei zur Wiedervereinigung? Frage für einen Freund. https://t.co/yjN6Ewk8hL,negative
"RT @Clementine46090: Expulser 13000€/expulsion solution gratuite, refoulés Aux frontières ts les fichiers S dehors on les donne à Merkel on…",negative
Another TV Pundit making a tit of himself: Go and ask Merkel! Tory Brexiteer takes swipe at German Chancellor https://t.co/pXtC7VJhYU,positive
"RT @lawyerberlin: Ich bin Westdeutscher, habe einen tollen Beruf und es geht mir persönlich sehr gut. Depressionen habe ich auch nich… ",positive
"RT @ARanganathan72: Proud of you, Germany. Kudos. And as for Ms Merkel, nothing but shame. https://t.co/CY9FJn88K0",positive
"RT @Frank_Pasemann: Dänischer Premierminister Rasmussen gibt offen zu, dass Muslime bereits Teile des Landes beherrschen! #AfD",positive
https://t.co…,negative
"@AtlanticLord Só se for para o stand-up!... Ou para porteiro de Merkel e de Schauble. Ou para seu capacho. Para isso, ele tem jeito.",negative
RT @SteinbachErika: Peinliche Überheblichkeit.,negative
Ehem.DDR-Bürger haben Gespür für die Gefährdung der Demokratie durch die Bundesregierung htt…,negative
"RT @buddhine1970: Hättet ihr Volksnassauer eure Arbeit zum Wohle des Selbigen gemacht,gäbe es diese Verbal-Kasperei nicht… ",negative
"RT @KrahMax: #Jamaica bringt die #AfD über 20%, denn dann wird die völlige Profillosigkeit der #CDU offenbar. https://t.co/HoquVjI86U",neutral
RT @DoraBromberger: Nach den Protesten beim #TagderDeutschenEinheit in #Dresden darf heute ein handverlesenes Publikum #Merkel in… ,neutral
Alle 27 sog. #NSU-Tatorte frei von DNA und Fingerabrücken von Böhnhardt &amp; Mundlos!,negative
https://t.co/Dhc1KCk4PW,negative
"@Miriam_Aware Ich hoffe, dass die Schnösel von der .@welt  diesen Diskussionsstrang komplett lesen. Verstehen werde… https://t.co/Q2AuYRzZqD",negative
RT @UbbelohdeBerlin: Rot-Rot-Grün verspricht Rente mit 37!,negative
"Oh, warten Sie... Gilt nur für ihre eigenen Mitarbeiter.",positive
#r2g #AfD,negative
